# 2003 081 13:15:05 1.0025 03081131505 11320000 010000 60C3104 01121 120 908 4151 324 002 1229
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:06    1.2025   135.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   140.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   145.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   150.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   155.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   160.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   165.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   170.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   175.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   180.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   185.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   190.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   195.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   200.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   205.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   210.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   215.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   220.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   225.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   230.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   235.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   240.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   245.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   250.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   255.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   260.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   265.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   270.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   275.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   280.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   285.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   290.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   295.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   300.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   305.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   310.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   315.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   320.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   325.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   330.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   335.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   340.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   345.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   350.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   355.000   -90.000    12.000    -1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   360.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   365.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   370.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   375.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   380.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   385.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   390.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   395.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   400.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   405.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   410.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   415.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   420.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   425.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   430.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   435.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   440.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   445.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   450.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   455.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   460.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   465.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   470.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   475.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   480.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   485.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   490.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   495.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   500.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   505.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   510.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   515.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   520.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   525.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   530.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   535.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   540.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   545.000   -90.000    12.000    -3.125     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   550.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   555.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   560.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   565.000   -90.000    12.000    -3.125     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   570.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   575.000   -90.000    12.000    -4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   580.000   -90.000    12.000    -1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   585.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   590.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   595.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   600.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   605.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   610.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   615.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   620.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   625.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   630.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   635.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   640.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   645.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   650.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   655.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   660.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   665.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   670.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   675.000   -90.000    12.000     1.562     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.2025   680.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   685.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   690.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.2025   695.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
 
#            Time      Freq     Range  Polarize     Noise   Doppler        Az        Zn  Ampltude     Phase
2003 081 13:15:06    1.3225    60.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225    65.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225    70.000   -90.000    12.000     4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225    75.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225    80.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225    85.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225    90.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225    95.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   100.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   105.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   110.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   115.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   120.000   -90.000    12.000    -1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   125.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   130.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   135.000   -90.000    12.000     4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   140.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   145.000   -90.000    12.000     6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   150.000   -90.000    12.000     4.688     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   155.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   160.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   165.000   -90.000    12.000     3.125     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   170.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   175.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   180.000   -90.000    12.000     6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   185.000   -90.000    12.000    -6.250     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   190.000   -90.000    12.000    -4.688     0.000     0.000    78.000     0.000
2003 081 13:15:06    1.3225   195.000   -90.000    12.000     1.562     0.000     0.000    72.000     0.000
2003 081 13:15:06    1.3225   200.000   -90.000    12.000     4.688     0.000     0.000    66.000     0.000
2003 081 13:15:06    1.3225   205.000   -90.000    12.000    -6.250     0.000     0.000    78.000     0.000
